Channel A QCM Time [sec],Channel A Fundamental Boffs [mS],Channel A Fundamental Dissipation [ ],Channel A Fundamental Fi [rad],Channel A Flow [ul/min],Channel A Fundamental Frequency [Hz],Channel A Fundamental FWHM [Hz],Channel A Fundamental Gmax [mS],Channel A Fundamental Goffs [mS],Channel A Fundamental Q [ ],Channel A Fundamental Residual [ ],Channel A Fundamental Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A Fundamental Dissipation Variation [ ],Channel A Fundamental Frequency Variation [Hz],Channel A Fundamental FWHM Variation[Hz],Channel A 3. Boffs [mS],Channel A 3. Dissipation  [ ],Channel A 3. Fi [rad],Channel A Flow [ul/min].1,Channel A 3. Overtone [Hz],Channel A 3. FWHM [Hz],Channel A 3. Gmax [mS],Channel A 3. Goffs [mS],Channel A 3. Q  [ ],Channel A 3. Residual  [ ],Channel A 3. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].1,Channel A 3. Dissipation Variation [ ],Channel A 3. Overtone Variation [Hz],Channel A 3. FWHM Variation [Hz],Channel A 5. Boffs [mS],Channel A 5. Dissipation  [ ],Channel A 5. Fi [rad],Channel A Flow [ul/min].2,Channel A 5. Overtone [Hz],Channel A 5. FWHM [Hz],Channel A 5. Gmax [mS],Channel A 5. Goffs [mS],Channel A 5. Q  [ ],Channel A 5. Residual  [ ],Channel A 5. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].2,Channel A 5. Dissipation Variation [ ],Channel A 5. Overtone Variation [Hz],Channel A 5. FWHM Variation [Hz],Channel A 7. Boffs [mS],Channel A 7. Dissipation  [ ],Channel A 7. Fi [rad],Channel A Flow [ul/min].3,Channel A 7. Overtone [Hz],Channel A 7. FWHM [Hz],Channel A 7. Gmax [mS],Channel A 7. Goffs [mS],Channel A 7. Q  [ ],Channel A 7. Residual  [ ],Channel A 7. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].3,Channel A 7. Dissipation Variation [ ],Channel A 7. Overtone Variation [Hz],Channel A 7. FWHM Variation [Hz],Channel A 9. Boffs [mS],Channel A 9. Dissipation  [ ],Channel A 9. Fi [rad],Channel A Flow [ul/min].4,Channel A 9. Overtone [Hz],Channel A 9. FWHM [Hz],Channel A 9. Gmax [mS],Channel A 9. Goffs [mS],Channel A 9. Q  [ ],Channel A 9. Residual  [ ],Channel A 9. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].4,Channel A 9. Dissipation Variation [ ],Channel A 9. Overtone Variation [Hz],Channel A 9. FWHM Variation [Hz],Channel A 11. Boffs [mS],Channel A 11. Dissipation  [ ],Channel A 11. Fi [rad],Channel A Flow [ul/min].5,Channel A 11. Overtone [Hz],Channel A 11. FWHM [Hz],Channel A 11. Gmax [mS],Channel A 11. Goffs [mS],Channel A 11. Q  [ ],Channel A 11. Residual  [ ],Channel A 11. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].5,Channel A 11. Dissipation Variation [ ],Channel A 11. Overtone Variation [Hz],Channel A 11. FWHM Variation [Hz],Channel A 13. Boffs [mS],Channel A 13. Dissipation  [ ],Channel A 13. Fi [rad],Channel A Flow [ul/min].6,Channel A 13. Overtone [Hz],Channel A 13. FWHM [Hz],Channel A 13. Gmax [mS],Channel A 13. Goffs [mS],Channel A 13. Q  [ ],Channel A 13. Residual  [ ],Channel A 13. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].6,Channel A 13. Dissipation Variation [ ],Channel A 13. Overtone Variation [Hz],Channel A 13. FWHM Variation [Hz]
2305.15421,0.235391191,0.000342559,-0.003951612,0,4998201.063,1712.177955,1.433496627,-0.03749412,2919.206527,0.005683403,1124.78058,25.0010643,3.31E-06,-63.54692543,16.53186215,0.412181762,0.00016695,-0.00721286,0,14972950.73,2499.740427,0.951080832,-0.003134496,5989.802211,0.004180197,1053.877389,25.0010643,3.16E-06,-178.6232862,47.25863778,0.641187003,0.000130779,-0.016613111,0,24948517.89,3262.73812,0.60602562,0.016981856,7646.497198,0.003877746,1014.573585,25.0010643,2.55E-06,-286.6027075,63.56440018,0.862841973,0.000108414,-0.03006719,0,34922602.08,3786.090272,0.441670681,0.050310726,9223.922192,0.005758518,999.1814564,25.0010643,2.63E-06,-395.1565082,91.81975507,1.067609061,9.83E-05,-0.032366961,0,44898187.42,4413.006115,0.329632418,0.059842784,10174.05964,0.009697338,1001.436538,25.0010643,2.75E-06,-509.2050191,123.3181385,1.32320463,8.75E-05,-0.027411419,0,54873792.23,4801.443563,0.265845112,0.056770044,11428.60298,0.008032075,1026.413306,25.0010643,2.61E-06,-637.8839754,143.2946711,,,,0,64850789.06,,,,,,,25.0010643,,,
2310.208264,0.235472417,0.000342477,-0.00368826,0,4998201.366,1711.770018,1.43345145,-0.037465132,2919.90239,0.005295201,1119.420441,24.99924088,3.23E-06,-63.24409271,16.12392446,0.412356405,0.000166885,-0.007462422,0,14972951.37,2498.766941,0.95066821,-0.002988474,5992.13601,0.004362703,1050.140764,24.99924088,3.09E-06,-177.98996,46.28515211,0.641371845,0.00013076,-0.015979972,0,24948511.84,3262.276481,0.605762456,0.017017876,7647.577383,0.003839292,1036.011621,24.99924088,2.53E-06,-292.65865,63.10276169,0.86293158,0.000108644,-0.029600732,0,34922590.45,3794.141661,0.441541998,0.049939324,9204.345426,0.006257005,1028.589522,24.99924088,2.86E-06,-406.7868166,99.87114472,1.067022423,9.82E-05,-0.030684434,0,44898175.21,4407.863689,0.329673996,0.060047358,10185.92642,0.009560067,1025.452711,24.99924088,2.63E-06,-521.4166328,118.1757118,1.323349877,8.74E-05,-0.026260067,0,54873803.73,4798.452397,0.265703769,0.057033802,11435.72952,0.007684829,1007.91235,24.99924088,2.56E-06,-626.3862064,140.3035045,,,,0,64850856.56,,,,,,,24.99924088,,,
2315.242772,0.235259743,0.00034258,-0.00372322,0,4998200.429,1712.281654,1.433234437,-0.037568945,2919.029365,0.005867538,1136.008056,24.99587631,3.33E-06,-64.18124609,16.63556037,0.412193975,0.000166886,-0.007510849,0,14972947.14,2498.768079,0.950453449,-0.002976333,5992.13159,0.004407869,1075.069736,24.99587631,3.09E-06,-182.2152095,46.28628992,0.641135116,0.000130873,-0.016575736,0,24948510.9,3265.096957,0.60578037,0.017012812,7640.97092,0.003881631,1039.318477,24.99587631,2.64E-06,-293.59279,65.92323772,0.863177198,0.000108339,-0.029750295,0,34922597.14,3783.469544,0.441234717,0.050855712,9230.310097,0.006352381,1011.677688,24.99587631,2.56E-06,-400.0985206,89.19902737,1.067016916,9.83E-05,-0.031659718,0,44898189.88,4411.280336,0.330224124,0.059875573,10178.04049,0.010016191,996.59676,24.99587631,2.71E-06,-506.7441153,121.5923593,1.323574523,8.74E-05,-0.027733498,0,54873825.02,4796.578619,0.266238085,0.056998466,11440.20131,0.008165588,973.6480269,24.99587631,2.52E-06,-605.0919941,138.4297269,,,,0,64850886.18,,,,,,,24.99587631,,,
2320.2729,0.23529966,0.000341998,-0.003790475,0,4998205.888,1709.378824,1.435394426,-0.037364488,2923.989591,0.005428446,1039.382696,24.9907341,2.75E-06,-58.72218623,13.73273071,0.412634037,0.000166632,-0.007347312,0,14972967.06,2494.969837,0.953051635,-0.003083496,6001.261752,0.00470947,957.5795511,24.9907341,2.84E-06,-162.3016188,42.48804807,0.64109516,0.000130652,-0.016794803,0,24948544.85,3259.587059,0.607124367,0.0169946,7653.897379,0.004284832,919.1465172,24.9907341,2.42E-06,-259.6459088,60.41333926,0.862682888,0.000108117,-0.028185812,0,34922641.83,3775.72985,0.442867762,0.050525112,9249.242719,0.006339242,898.6787885,24.9907341,2.33E-06,-355.4096904,81.45933327,1.067665476,9.78E-05,-0.034614664,0,44898255.84,4391.146378,0.330995467,0.060366581,10224.72311,0.009949455,866.8834549,24.9907341,2.26E-06,-440.7881974,101.4584007,1.323404823,8.72E-05,-0.027243301,0,54873896.68,4787.385801,0.267281546,0.056707442,11462.18395,0.007514532,858.3499965,24.9907341,2.36E-06,-533.4378509,129.2369085,,,,0,64850968.2,,,,,,,24.9907341,,,
2325.321712,0.235513072,0.000341627,-0.003657255,0,4998209.442,1707.521196,1.437127029,-0.037439003,2927.172707,0.006059443,976.4774944,25.00493622,2.38E-06,-55.16822002,11.87510313,0.412431535,0.000166339,-0.007331929,0,14972978.38,2490.591731,0.954101511,-0.002909337,6011.815661,0.00439369,890.7820911,25.00493622,2.55E-06,-150.9800154,38.10994254,0.641432739,0.000130534,-0.016354713,0,24948562.32,3256.63799,0.608041192,0.016775938,7660.833777,0.003717649,857.3086687,25.00493622,2.30E-06,-242.17759,57.46427077,0.862602196,0.000108041,-0.028686472,0,34922665.76,3773.076369,0.443305449,0.050490421,9255.753754,0.005890348,838.1537843,25.00493622,2.26E-06,-331.473248,78.80585178,1.067426785,9.79E-05,-0.030441701,0,44898273.56,4395.870004,0.331125569,0.059957222,10213.74006,0.008984715,832.0296405,25.00493622,2.37E-06,-423.0659189,106.1820271,1.323057397,8.72E-05,-0.027267023,0,54873928.73,4787.683374,0.267135455,0.056652536,11461.47822,0.007897244,806.7807107,25.00493622,2.36E-06,-501.3891422,129.5344815,,,,0,64851055.09,,,,,,,25.00493622,,,
2330.367344,0.235580075,0.000341427,-0.003763879,0,4998211.553,1706.52366,1.437959639,-0.037370225,2928.885001,0.005712779,939.120558,24.99866104,2.18E-06,-53.05765864,10.87756679,0.412465893,0.000166198,-0.007513013,0,14972984.96,2488.487121,0.954955759,-0.002958152,6016.902732,0.004084023,851.955654,24.99866104,2.41E-06,-144.3992634,36.0053323,0.64128494,0.00013035,-0.016929276,0,24948572.47,3252.057607,0.60821507,0.017048603,7671.626855,0.00392807,821.3504074,24.99866104,2.12E-06,-232.0198891,52.88388749,0.862959572,0.00010805,-0.030010663,0,34922680.68,3773.379158,0.443975049,0.050241877,9255.014992,0.00620022,800.4410248,24.99866104,2.27E-06,-316.5585974,79.10864126,1.066770042,9.74E-05,-0.031626568,0,44898294.01,4372.931076,0.33178287,0.060477766,10267.32259,0.009015448,791.8261037,24.99866104,1.85E-06,-402.6234426,83.24309882,1.323222552,8.73E-05,-0.026243839,0,54873942.25,4791.074921,0.267326846,0.056841364,11453.3676,0.00781408,785.0172082,24.99866104,2.42E-06,-487.8638017,132.9260284,,,,0,64850985.67,,,,,,,24.99866104,,,
2335.404693,0.235445361,0.000341343,-0.003726631,0,4998212.82,1706.104104,1.438560204,-0.037490132,2929.606,0.005532801,916.6834344,24.99675751,2.10E-06,-51.79002454,10.45801089,0.412474232,0.000166119,-0.007365115,0,14972989.04,2487.298462,0.955521341,-0.00296067,6019.779799,0.004424167,827.8877222,24.99675751,2.33E-06,-140.3199529,34.8166735,0.641230726,0.000130357,-0.016567229,0,24948579,3252.218327,0.608563665,0.016930735,7671.24974,0.003670807,798.2592944,24.99675751,2.13E-06,-225.4969758,53.04460773,0.862623651,0.000107787,-0.030692345,0,34922691.62,3764.204774,0.444049468,0.050643119,9277.57487,0.006217092,772.7736027,24.99675751,2.00E-06,-305.616679,69.93425728,1.06722092,9.77E-05,-0.032744018,0,44898307.39,4386.684636,0.33213383,0.059924305,10235.13453,0.009819735,765.5129528,24.99675751,2.16E-06,-389.2438743,96.99665896,1.323143574,8.70E-05,-0.028026362,0,54873961.23,4774.576986,0.267440447,0.057174683,11492.94721,0.008569021,754.4761759,24.99675751,2.12E-06,-468.8834992,116.4280936,,,,0,64850966.58,,,,,,,24.99675751,,,
2340.451384,0.235566027,0.00034112,-0.003848518,0,4998214.124,1704.990734,1.438896158,-0.037266654,2931.519817,0.005213356,893.6166672,24.99383163,1.87E-06,-50.48681736,9.344640305,0.412463888,0.000165992,-0.007234812,0,14972992.1,2485.400696,0.956053152,-0.002895789,6024.377525,0.004159751,809.8376514,24.99383163,2.20E-06,-137.2606189,32.91890751,0.641325114,0.000130395,-0.016356606,0,24948583.95,3253.162107,0.609016498,0.016750868,7669.025744,0.004204706,780.7243756,24.99383163,2.17E-06,-220.5436089,53.9883877,0.862915206,0.000107761,-0.030184132,0,34922696.98,3763.31243,0.444235284,0.050564491,9279.776164,0.006440501,759.2114989,24.99383163,1.98E-06,-300.2531352,69.0419129,1.067477374,9.75E-05,-0.032802685,0,44898315.4,4375.956134,0.332206244,0.06023892,10260.22977,0.009480834,749.7576453,24.99383163,1.92E-06,-381.232701,86.26815724,1.323569434,8.71E-05,-0.027236262,0,54873972.46,4778.821565,0.267992152,0.056758854,11482.74145,0.007119623,736.4056967,24.99383163,2.20E-06,-457.6532578,120.6726732,,,,0,64850995.9,,,,,,,24.99383163,,,
2345.499111,0.235637805,0.000341085,-0.003803673,0,4998214.855,1704.81461,1.439209928,-0.037311635,2931.823099,0.005452172,880.672529,25.00727081,1.84E-06,-49.75551011,9.168517167,0.412314649,0.000165955,-0.007471893,0,14972994.53,2484.846209,0.956495979,-0.002954099,6025.722829,0.004370728,795.4937597,25.00727081,2.16E-06,-134.8294508,32.36442004,0.641449059,0.000130273,-0.016705723,0,24948588.11,3250.125367,0.608931384,0.017020953,7676.192544,0.004229689,765.9999191,25.00727081,2.04E-06,-216.3841579,50.95164733,0.862990149,0.000108081,-0.029544532,0,34922700.96,3774.479016,0.44431845,0.050168182,9252.323516,0.006296715,749.1550102,25.00727081,2.30E-06,-296.2759927,80.20849911,1.067669274,9.75E-05,-0.031412254,0,44898318.15,4378.692904,0.332441832,0.060084547,10253.81755,0.010048444,744.3443428,25.00727081,1.98E-06,-378.4801743,89.00492687,1.323813505,8.69E-05,-0.028677225,0,54873980.9,4769.604294,0.267793354,0.057144127,11504.93364,0.007597639,722.8312807,25.00727081,2.03E-06,-449.2171801,111.4554013,,,,0,64851025.27,,,,,,,25.00727081,,,
2350.549209,0.235589548,0.000341182,-0.003974088,0,4998215.78,1705.300529,1.439443413,-0.037552727,2930.988232,0.005459451,864.2918762,25.00208282,1.93E-06,-48.8300495,9.654435174,0.412488182,0.000165899,-0.007331023,0,14972996.51,2484.004491,0.956759004,-0.002976662,6027.765474,0.004175621,783.825066,25.00208282,2.11E-06,-132.8517061,31.52270156,0.641353217,0.000130281,-0.016345151,0,24948591.09,3250.320205,0.609083497,0.016983864,7675.733318,0.004020602,755.4458108,25.00208282,2.05E-06,-213.4027714,51.14648549,0.86316507,0.000107877,-0.02974797,0,34922706.61,3767.340776,0.444899307,0.0502104,9269.856029,0.005652345,734.8704157,25.00208282,2.09E-06,-290.6267181,73.07025949,1.067325317,9.74E-05,-0.031044385,0,44898321.11,4371.482744,0.33249793,0.060251151,10270.73049,0.009973552,738.5151105,25.00208282,1.82E-06,-375.5161579,81.79476682,1.32289111,8.70E-05,-0.027093406,0,54873985.64,4774.688725,0.268301237,0.05666696,11492.68336,0.007836348,715.2078198,25.00208282,2.12E-06,-444.479436,116.5398322,,,,0,64850946.5,,,,,,,25.00208282,,,
2355.599195,0.235609931,0.000341123,-0.003813148,0,4998216.284,1705.005183,1.439605892,-0.037550605,2931.49624,0.005688384,855.3767638,25.01312637,1.88E-06,-48.32637084,9.359089952,0.412356885,0.000165951,-0.007322066,0,14972998.02,2484.784913,0.957072131,-0.003156148,6025.87288,0.004981766,774.8696794,25.01312637,2.16E-06,-131.333844,32.30312456,0.641277091,0.000130288,-0.0162164,0,24948593.12,3250.507397,0.609287637,0.016846114,7675.291907,0.003737684,748.2700038,25.01312637,2.06E-06,-211.3757073,51.33367733,0.863003552,0.000107805,-0.029838509,0,34922710.49,3764.839321,0.444937268,0.050277346,9276.016188,0.005423384,725.0648068,25.01312637,2.02E-06,-286.7487936,70.56880433,1.067674621,9.73E-05,-0.032975555,0,44898329.29,4366.407389,0.33248124,0.060593138,10282.67069,0.010658821,722.4266948,25.01312637,1.71E-06,-367.3356075,76.71941224,1.323425855,8.71E-05,-0.026917809,0,54873988.49,4778.079258,0.268235751,0.056733812,11484.52873,0.007521537,710.6207149,25.01312637,2.19E-06,-441.6286929,119.9303653,,,,0,64851074.8,,,,,,,25.01312637,,,
2360.639173,0.235387721,0.000341026,-0.003626566,0,4998216.631,1704.522374,1.439717757,-0.037424103,2932.326795,0.005395562,849.2312072,24.99586296,1.78E-06,-47.97916425,8.876281116,0.412493561,0.000165907,-0.007519238,0,14972999.72,2484.129035,0.957320155,-0.003136783,6027.464559,0.004555771,764.8717232,24.99586296,2.12E-06,-129.6392751,31.64724598,0.641448221,0.000130215,-0.016774414,0,24948596.61,3248.677416,0.609323729,0.016937275,7679.616477,0.003649455,735.9059159,24.99586296,1.99E-06,-207.8830271,49.50369632,0.862814472,0.000107794,-0.029232798,0,34922711.71,3764.468908,0.444922553,0.050276788,9276.929247,0.00625816,721.9675354,24.99586296,2.01E-06,-285.523884,70.19839126,1.067725511,9.78E-05,-0.031632765,0,44898332.07,4388.991712,0.332815653,0.059802403,10229.76005,0.009061006,716.9584999,24.99586296,2.21E-06,-364.5551694,99.30373549,1.323732247,8.70E-05,-0.028103233,0,54873998.54,4771.96756,0.268145958,0.056801409,11499.23964,0.007354967,694.4490823,24.99586296,2.07E-06,-431.5785257,113.8186675,,,,0,64851030.93,,,,,,,24.99586296,,,
2365.68913,0.235607692,0.000340963,-0.003776464,0,4998217.227,1704.204643,1.439728789,-0.037365487,2932.873847,0.006002944,838.6923042,25.00385284,1.72E-06,-47.383746,8.558549599,0.412326047,0.000165898,-0.007647972,0,14973001,2483.984262,0.957399718,-0.003183963,6027.816373,0.004795114,757.2919746,25.00385284,2.11E-06,-128.354572,31.5024728,0.641324827,0.000130164,-0.01691611,0,24948598.92,3247.404929,0.609069675,0.017162175,7682.626426,0.004245656,727.7314079,25.00385284,1.93E-06,-205.573844,48.23120885,0.862579392,0.000107638,-0.029554674,0,34922715.26,3759.003198,0.444942719,0.050585786,9290.419141,0.006243939,712.9855273,25.00385284,1.85E-06,-281.9716775,64.73268151,1.067724982,9.76E-05,-0.031117281,0,44898335.55,4382.740922,0.332738898,0.059889309,10244.35082,0.010251987,710.1138315,25.00385284,2.07E-06,-361.0748296,93.05294485,1.323739583,8.69E-05,-0.026947997,0,54873995.86,4768.984208,0.267486564,0.057044717,11506.43271,0.007953058,698.7513609,25.00385284,2.02E-06,-434.2522582,110.8353156,,,,0,64850984.69,,,,,,,25.00385284,,,
2370.736235,0.235510783,0.00034102,-0.003611177,0,4998217.491,1704.490772,1.439752789,-0.037496318,2932.381667,0.005422162,834.0145758,25.00178909,1.77E-06,-47.11946756,8.844678278,0.412299996,0.000165739,-0.007040679,0,14973001.32,2481.610273,0.95754612,-0.00288218,6033.582905,0.004749531,755.4061792,25.00178909,1.95E-06,-128.0349456,29.12848455,0.641378773,0.000130183,-0.016643071,0,24948599.99,3247.871687,0.609614636,0.016843187,7681.522668,0.003872682,723.9477464,25.00178909,1.95E-06,-204.5050131,48.69796768,0.862725323,0.000107725,-0.029688099,0,34922717.57,3762.033037,0.444960553,0.050514078,9282.937503,0.006206713,707.1640642,25.00178909,1.94E-06,-279.6694039,67.76252017,1.067581054,9.76E-05,-0.031933251,0,44898338.69,4381.26075,0.333104607,0.05971234,10247.8125,0.01052698,703.9442827,25.00178909,2.04E-06,-357.9377708,91.57277319,1.323810609,8.66E-05,-0.02731159,0,54874001.37,4749.970576,0.267835554,0.057505487,11552.4929,0.007498231,689.8815771,25.00178909,1.67E-06,-428.7399632,91.82168394,,,,0,64851071.53,,,,,,,25.00178909,,,
2375.786164,0.235636984,0.000341043,-0.003869572,0,4998218.003,1704.609438,1.439750347,-0.037440366,2932.177831,0.005812796,824.9432185,25.00577354,1.80E-06,-46.6069615,8.96334421,0.412653799,0.000165771,-0.007276017,0,14973002.4,2482.085253,0.957728435,-0.003062722,6032.428735,0.004337214,749.0348572,25.00577354,1.98E-06,-126.9550605,29.60346409,0.64134512,0.000130194,-0.016593278,0,24948601.43,3248.169266,0.609484776,0.016956307,7680.819375,0.004021629,718.8328953,25.00577354,1.96E-06,-203.0601399,48.99554673,0.862847621,0.000107657,-0.029672573,0,34922719.96,3759.688388,0.444828553,0.050602637,9288.727244,0.006152285,701.1130916,25.00577354,1.87E-06,-277.2763639,65.41787127,1.06794694,9.73E-05,-0.032362122,0,44898342.41,4370.445158,0.332608849,0.060397174,10273.17374,0.011559953,696.6215003,25.00577354,1.80E-06,-354.2143222,80.75718068,1.323651858,8.70E-05,-0.028090008,0,54874004.32,4771.599845,0.268378067,0.056847274,11500.12702,0.008607427,685.1350744,25.00577354,2.07E-06,-425.7901592,113.450953,,,,0,64851086.65,,,,,,,25.00577354,,,
2380.819501,0.235557592,0.0003411,-0.003598794,0,4998218.107,1704.891834,1.440113675,-0.037593851,2931.692209,0.006044039,823.1075764,25.00426483,1.85E-06,-46.5032529,9.245740716,0.412294371,0.000165772,-0.007310412,0,14973003.31,2482.101295,0.958043136,-0.00314134,6032.390111,0.004435233,743.7080795,25.00426483,1.98E-06,-126.0522169,29.61950591,0.641234825,0.000130183,-0.016557981,0,24948602.69,3247.891479,0.609639236,0.016940528,7681.47669,0.003746963,714.3909047,25.00426483,1.95E-06,-201.8053403,48.71775942,0.862859484,0.000107796,-0.029457899,0,34922720.61,3764.535498,0.445087008,0.050298549,9276.767513,0.005670943,699.473625,25.00426483,2.01E-06,-276.6279873,70.26498112,1.067369265,9.74E-05,-0.033193355,0,44898345.71,4371.678607,0.333032604,0.059995569,10270.27596,0.009595408,690.1468442,25.00426483,1.83E-06,-350.9221242,81.99063,1.323798139,8.67E-05,-0.026180506,0,54874004.07,4757.248026,0.267803256,0.057273803,11534.82092,0.008100634,685.5371749,25.00426483,1.81E-06,-426.0400522,99.09913389,,,,0,64850998.13,,,,,,,25.00426483,,,
2385.859795,0.23546771,0.000341005,-0.003506086,0,4998218.345,1704.415381,1.439972719,-0.037549152,2932.511875,0.005851594,818.9044636,25.0101223,1.76E-06,-46.2657889,8.769287522,0.412448586,0.000165786,-0.007453492,0,14973004.02,2482.319743,0.958101083,-0.00315604,6031.859536,0.004524371,739.516515,25.0101223,1.99E-06,-125.3417822,29.83795432,0.641376971,0.000130138,-0.016526755,0,24948603.35,3246.754229,0.609597565,0.017003781,7684.167508,0.004252838,712.0570418,25.0101223,1.91E-06,-201.146057,47.58050891,0.862965812,0.000107513,-0.029074492,0,34922721.81,3754.637402,0.445252685,0.050675714,9301.223544,0.005389599,696.4413947,25.0101223,1.73E-06,-275.4288002,60.36688549,1.067854953,9.74E-05,-0.029725135,0,44898340.55,4373.935108,0.33304708,0.060147348,10264.97638,0.009526097,700.2861187,25.0101223,1.88E-06,-356.0776875,84.24713087,1.323727484,8.67E-05,-0.026694168,0,54874007.76,4758.639352,0.268150478,0.057285049,11531.44916,0.007710976,679.6134023,25.0101223,1.83E-06,-422.3586116,100.4904602,,,,0,64851107.56,,,,,,,25.0101223,,,
2390.917696,0.235566367,0.000340999,-0.003725599,0,4998218.785,1704.386414,1.43981203,-0.037416547,2932.561973,0.005555205,811.1005402,24.98942947,1.75E-06,-45.82488927,8.740320653,0.41249144,0.000165741,-0.007452419,0,14973004.68,2481.64511,0.95817731,-0.003082511,6033.499559,0.004170197,735.6264861,24.98942947,1.95E-06,-124.6824553,29.16332065,0.641181035,0.000130125,-0.016679727,0,24948605.15,3246.437218,0.609612586,0.017063859,7684.918412,0.004087272,705.6716019,24.98942947,1.90E-06,-199.3422604,47.26349864,0.862711849,0.000107666,-0.029755828,0,34922723.61,3759.972625,0.445333148,0.050618496,9288.02603,0.006227719,691.8703588,24.98942947,1.88E-06,-273.6210459,65.70210837,1.067664463,9.71E-05,-0.031076521,0,44898345.77,4358.26215,0.332624732,0.060609664,10301.89195,0.008255907,690.0298607,24.98942947,1.53E-06,-350.862641,68.57417335,1.323674723,8.70E-05,-0.02729886,0,54874012.17,4771.334007,0.268487595,0.056975712,11500.7694,0.008210206,672.5168263,24.98942947,2.06E-06,-417.9483101,113.1851149,,,,0,64851094.93,,,,,,,24.98942947,,,
2395.957773,0.235521737,0.000340986,-0.003797526,0,4998219.025,1704.32164,1.439798787,-0.037333643,2932.673568,0.00581569,806.868408,25.00719261,1.74E-06,-45.58578577,8.675546291,0.41235876,0.000165701,-0.007263172,0,14973004.84,2481.042402,0.958139564,-0.002994746,6034.965314,0.004640892,734.6711462,25.00719261,1.91E-06,-124.5205333,28.56061287,0.641329303,0.000130126,-0.01628929,0,24948605.22,3246.455725,0.609693138,0.017060375,7684.874625,0.003928736,705.4271804,25.00719261,1.90E-06,-199.2732148,47.28200509,0.862947988,0.00010754,-0.029670566,0,34922725.38,3755.593287,0.445169041,0.050821591,9298.857122,0.006106934,687.3963145,25.00719261,1.76E-06,-271.8516498,61.32277018,1.06751351,9.73E-05,-0.030277085,0,44898344.17,4370.67676,0.333007192,0.060315022,10272.62976,0.01036346,693.1628236,25.00719261,1.80E-06,-352.455673,80.98878273,1.323541792,8.66E-05,-0.030591109,0,54874017.73,4754.149507,0.268227766,0.057587996,11542.34162,0.007883007,663.5598321,25.00719261,1.75E-06,-412.3818166,96.00061494,,,,0,64851052.28,,,,,,,25.00719261,,,
2401.017843,0.235420061,0.000340995,-0.003734913,0,4998219.198,1704.366157,1.439844138,-0.037368743,2932.59707,0.005689254,803.8065931,25.0023098,1.75E-06,-45.41280187,8.720063718,0.412507268,0.000165655,-0.007411309,0,14973005.66,2480.354866,0.958143127,-0.002844279,6036.638494,0.004324805,729.7936257,25.0023098,1.86E-06,-123.6938349,27.87307707,0.641398127,0.000130192,-0.016223617,0,24948605.66,3248.118924,0.609803974,0.016909803,7680.939719,0.003794553,703.8899165,25.0023098,1.96E-06,-198.8389595,48.94520444,0.862847287,0.000107879,-0.030009051,0,34922727.17,3767.425424,0.445558353,0.050194019,9269.653209,0.006416036,682.8806636,25.0023098,2.10E-06,-270.0657992,73.15490709,1.067296206,9.72E-05,-0.03238166,0,44898350.69,4364.92809,0.333315489,0.060439002,10286.16045,0.009511877,680.3533022,25.0023098,1.68E-06,-345.9423571,75.24011311,1.32363099,8.66E-05,-0.026634419,0,54874012.93,4753.721536,0.268356102,0.057457992,11543.37975,0.007884807,671.2964388,25.0023098,1.74E-06,-417.1898772,95.57264415,,,,0,64851062.05,,,,,,,25.0023098,,,
2406.076564,0.235527857,0.000341106,-0.003792401,0,4998219.429,1704.924157,1.440073632,-0.037671646,2931.637404,0.005843256,799.7175088,25.00466156,1.86E-06,-45.18178016,9.278063303,0.412542889,0.000165689,-0.007522587,0,14973006.21,2480.858386,0.958553618,-0.003108381,6035.413507,0.004101223,726.5581937,25.00466156,1.90E-06,-123.1454566,28.37659697,0.641399172,0.000130098,-0.016434238,0,24948607,3245.757232,0.609945645,0.017075718,7686.528973,0.004294143,699.1210155,25.00466156,1.87E-06,-197.4918123,46.58351206,0.8628844,0.000107819,-0.029513701,0,34922727.13,3765.342154,0.445631314,0.050354076,9274.781868,0.005474743,682.9710014,25.00466156,2.04E-06,-270.101526,71.07163695,1.067741391,9.76E-05,-0.031526813,0,44898349.34,4381.405714,0.333076874,0.060041243,10247.47587,0.009364517,682.9998441,25.00466156,2.04E-06,-347.2880563,91.71773687,1.324081459,8.67E-05,-0.028650078,0,54874019.56,4757.625935,0.268318822,0.0575022,11533.90794,0.008162774,660.615574,25.00466156,1.81E-06,-410.5520516,99.47704288,,,,0,64851026.12,,,,,,,25.00466156,,,
