Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4,,,,,
12/6/2022,11:43:52,1135.604,37,4960873.39,0.001729123,14868671.08,0.00375276,24777477.87,0.004428833,34684641.67,0.0054758,44592670.22,0.00651326,,,,,
12/6/2022,11:43:53,1136.686,37,4960873.5,0.001729049,14868670.87,0.003752787,24777479.05,0.00442864,34684642.01,0.005474987,44592670.31,0.0065117,,,,,
12/6/2022,11:43:55,1137.972,37,4960873.53,0.001729073,14868671.4,0.003753893,24777478.81,0.004428773,34684642.27,0.005475113,44592670.67,0.006512853,,,,,
12/6/2022,11:43:56,1139.273,37,4960873.47,0.001729109,14868671.22,0.003753487,24777478.31,0.004428327,34684642.52,0.005475347,44592669.21,0.0065145,,,,,
12/6/2022,11:43:57,1140.497,37,4960873.69,0.001729007,14868671.58,0.00375402,24777478.41,0.004428227,34684642.62,0.005475833,44592666.69,0.00651764,,,,,
12/6/2022,11:43:58,1141.814,37,4960873.91,0.001728976,14868671.57,0.00375398,24777478.42,0.004428287,34684642.7,0.005476127,44592667.83,0.006516973,,,,,
12/6/2022,11:44:00,1143.116,37,4960874.07,0.001728836,14868671.68,0.003754467,24777478.43,0.00442842,34684642.76,0.005475333,44592670.08,0.006518833,,,,,
12/6/2022,11:44:01,1144.385,37,4960874.22,0.001728762,14868671.6,0.003753807,24777476.7,0.00442832,34684642.59,0.005474687,44592673.93,0.00650006,,,,,
12/6/2022,11:44:02,1145.655,37,4960874.27,0.001728753,14868671.94,0.003754313,24777477.32,0.00442802,34684642.48,0.00547408,44592673.72,0.006493373,,,,,
12/6/2022,11:44:04,1146.942,37,4960874.31,0.001728638,14868672.25,0.003754787,24777477.68,0.00442734,34684642.22,0.005473767,44592672.58,0.00649622,,,,,
12/6/2022,11:44:05,1148.273,37,4960874.33,0.001728639,14868672.38,0.003755027,24777476.38,0.004427947,34684642.33,0.005473247,44592673.6,0.0064956,,,,,
12/6/2022,11:44:06,1149.529,37,4960874.29,0.001728627,14868671.96,0.003753993,24777475.84,0.004428387,34684642.46,0.005473827,44592676.55,0.006484813,,,,,
12/6/2022,11:44:08,1150.985,37,4960874.14,0.001728583,14868671.76,0.00375342,24777474.37,0.004428473,34684642.67,0.005474593,44592676.2,0.006476933,,,,,
12/6/2022,11:44:09,1152.097,37,4960874.27,0.001728415,14868671.73,0.00375328,24777474.58,0.004428467,34684640.83,0.005471067,44592677.32,0.006479473,,,,,
12/6/2022,11:44:10,1153.355,37,4960874.21,0.001728463,14868671.82,0.003753247,24777474.48,0.004428693,34684641.71,0.005472513,44592679.95,0.006493053,,,,,
12/6/2022,11:44:11,1154.64,37,4960874.05,0.001728524,14868671.31,0.003752287,24777473.01,0.00442914,34684640.32,0.005469587,44592679.52,0.006494193,,,,,
12/6/2022,11:44:13,1155.942,37,4960874.17,0.001728444,14868671.54,0.003752753,24777473.18,0.00442832,34684640.16,0.005468753,44592678.63,0.00649242,,,,,
12/6/2022,11:44:14,1157.257,37,4960873.95,0.001727988,14868670.74,0.003750647,24777472.83,0.004428553,34684641.03,0.005469793,44592677,0.00648564,,,,,
12/6/2022,11:44:15,1158.546,37,4960874.2,0.001727793,14868671.26,0.003751647,24777471.87,0.00442922,34684641.23,0.005469887,44592676.62,0.006484647,,,,,
12/6/2022,11:44:16,1159.799,37,4960874.47,0.001727804,14868671.83,0.003752633,24777471.53,0.0044297,34684641.87,0.005471607,44592676.87,0.006485227,,,,,
12/6/2022,11:44:18,1161.135,37,4960874.13,0.00172772,14868672.1,0.00375338,24777471.28,0.004429307,34684642.21,0.005472133,44592676.95,0.0064843,,,,,
12/6/2022,11:44:19,1162.371,37,4960874.17,0.001727772,14868672.51,0.003754113,24777471.18,0.004429287,34684642.47,0.00547216,44592678.46,0.006481067,,,,,
12/6/2022,11:44:20,1163.687,37,4960874.23,0.001727627,14868672.15,0.003753033,24777470.03,0.00442932,34684642.56,0.005472213,44592679.45,0.006485667,,,,,
12/6/2022,11:44:22,1164.989,37,4960874.01,0.001727681,14868671.77,0.003752347,24777469.15,0.004429693,34684641.85,0.00547176,44592677.69,0.006484613,,,,,
12/6/2022,11:44:23,1166.29,37,4960873.9,0.001727734,14868671.79,0.003752467,24777469.22,0.00443084,34684642.13,0.005472193,44592676.48,0.006489673,,,,,
12/6/2022,11:44:24,1167.562,37,4960873.97,0.001727704,14868671.28,0.003751487,24777469.19,0.00442896,34684642.11,0.005472067,44592677.25,0.00649138,,,,,
12/6/2022,11:44:25,1168.8,37,4960874.13,0.001727587,14868671.83,0.003752173,24777469.16,0.00442872,34684641.8,0.005471387,44592677.73,0.006495873,,,,,
12/6/2022,11:44:27,1170.123,37,4960874.17,0.0017276,14868671.94,0.003752133,24777470.48,0.00442872,34684641.94,0.005469727,44592678.33,0.006495807,,,,,
12/6/2022,11:44:28,1171.356,37,4960874.14,0.001727543,14868672,0.003752187,24777470.97,0.004426373,34684642.07,0.005469127,44592679.73,0.006476807,,,,,
12/6/2022,11:44:29,1172.686,37,4960874.24,0.001727404,14868672.44,0.003752953,24777470.02,0.004427153,34684641.93,0.005469507,44592679.2,0.006477373,,,,,
12/6/2022,11:44:31,1173.944,37,4960874.27,0.001727245,14868672.43,0.003753007,24777470.98,0.004427067,34684641.79,0.005468987,44592680.4,0.006473667,,,,,
12/6/2022,11:44:32,1175.243,37,4960874.23,0.001727269,14868672.52,0.003752973,24777470.05,0.004427593,34684642.04,0.00546908,44592678.81,0.006473827,,,,,
12/6/2022,11:44:33,1176.545,37,4960874.4,0.001727212,14868672.69,0.003753373,24777470.19,0.00442742,34684642.01,0.00546932,44592680.62,0.006473553,,,,,
12/6/2022,11:44:34,1177.815,37,4960874.36,0.001727161,14868672.88,0.003753767,24777468.8,0.00442686,34684641.82,0.005469347,44592683.58,0.006471987,,,,,
12/6/2022,11:44:36,1179.129,37,4960874.49,0.001727125,14868672.59,0.00375328,24777468.91,0.004428093,34684641.82,0.005469533,44592683.67,0.006475767,,,,,
12/6/2022,11:44:37,1180.387,37,4960874.59,0.001727059,14868672.49,0.003752833,24777467.98,0.004429587,34684641.63,0.00546838,44592682.82,0.00646704,,,,,
12/6/2022,11:44:38,1181.749,37,4960874.53,0.001727075,14868672.63,0.003753127,24777468.4,0.004429687,34684641.8,0.00546856,44592682.21,0.006466853,,,,,
12/6/2022,11:44:40,1182.99,37,4960874.75,0.001726958,14868672.8,0.0037535,24777469.7,0.0044283,34684641.87,0.005469027,44592682.79,0.00647124,,,,,
12/6/2022,11:44:41,1184.275,37,4960874.72,0.001726963,14868672.33,0.003752653,24777469.33,0.004428727,34684641.69,0.00546926,44592680.42,0.006482407,,,,,
12/6/2022,11:44:42,1185.562,37,4960874.83,0.001726776,14868672.26,0.00375238,24777468.83,0.004428267,34684642.96,0.005471107,44592681.51,0.006467867,,,,,
12/6/2022,11:44:43,1186.847,37,4960874.85,0.001726764,14868672.13,0.003752167,24777467.82,0.00443002,34684643.02,0.00547084,44592681.56,0.00647,,,,,
12/6/2022,11:44:45,1188.158,37,4960874.9,0.001726797,14868672.3,0.003752187,24777467.9,0.0044299,34684643.05,0.00547092,44592682.04,0.006448713,,,,,
12/6/2022,11:44:46,1189.45,37,4960874.78,0.001726905,14868672.81,0.003753387,24777467.58,0.004430727,34684643.22,0.005471673,44592681.75,0.00644386,,,,,
12/6/2022,11:44:47,1190.795,37,4960874.7,0.001726813,14868673.23,0.00375436,24777467.44,0.004430747,34684643.13,0.005472247,44592683.21,0.006441647,,,,,
12/6/2022,11:44:49,1192.272,37,4960874.77,0.001726926,14868673.55,0.003754873,24777467.08,0.004432627,34684641.19,0.005469187,44592685,0.006445453,,,,,
12/6/2022,11:44:50,1193.37,37,4960874.53,0.001726999,14868673.79,0.003755333,24777466.08,0.004433213,34684641.03,0.005469107,44592681.43,0.006443827,,,,,
12/6/2022,11:44:51,1194.673,37,4960874.68,0.001726855,14868673.79,0.003755607,24777466.96,0.004432867,34684641.34,0.0054702,44592683.35,0.006445413,,,,,
12/6/2022,11:44:53,1195.941,37,4960874.75,0.001726879,14868673.69,0.003755867,24777466.07,0.004433773,34684642.27,0.005471013,44592684.91,0.0064481,,,,,
12/6/2022,11:44:54,1197.26,37,4960874.73,0.001726948,14868673.77,0.003755753,24777466.18,0.004433853,34684642.26,0.005471847,44592685.53,0.006449373,,,,,
12/6/2022,11:44:55,1198.56,37,4960874.68,0.001727,14868674.14,0.003756327,24777466.04,0.004434407,34684643.35,0.005474593,44592682.56,0.006451047,,,,,
12/6/2022,11:44:57,1199.863,37,4960874.69,0.001726986,14868674.68,0.003757453,24777466.74,0.004435753,34684643.45,0.005474453,44592684.21,0.006459527,,,,,
12/6/2022,11:44:58,1201.132,37,4960874.33,0.001727066,14868674.74,0.00375748,24777465.67,0.00443662,34684643.47,0.005475353,44592683.7,0.006463247,,,,,
12/6/2022,11:44:59,1202.401,37,4960874.27,0.001727025,14868674.29,0.003756293,24777466.27,0.004436407,34684641.46,0.005472293,44592683.11,0.00646628,,,,,
12/6/2022,11:45:01,1203.876,37,4960874.3,0.001726939,14868674.45,0.003756493,24777465.28,0.004437913,34684641.53,0.00547186,44592684.34,0.00645974,,,,,
12/6/2022,11:45:02,1204.973,37,4960874.31,0.001726878,14868674.61,0.003756727,24777465.8,0.004438807,34684642.09,0.00547278,44592686.1,0.00645974,,,,,
12/6/2022,11:45:03,1206.401,37,4960874.31,0.00172685,14868674.64,0.00375678,24777466.09,0.00443884,34684641.91,0.00547216,44592685.77,0.0064638,,,,,
12/6/2022,11:45:04,1207.513,37,4960874.37,0.0017268,14868674.54,0.003756287,24777464.89,0.0044396,34684641.99,0.005472633,44592684.47,0.00646406,,,,,
12/6/2022,11:45:06,1208.848,37,4960874.38,0.001726782,14868674.52,0.003756673,24777466.27,0.004439487,34684640.1,0.005469653,44592683.47,0.00646416,,,,,
12/6/2022,11:45:07,1210.131,37,4960874.43,0.001726671,14868674.52,0.003756953,24777466.67,0.004440127,34684640.13,0.005469367,44592683.22,0.006462967,,,,,
12/6/2022,11:45:08,1211.455,37,4960874.55,0.001726684,14868674.32,0.003756553,24777465.84,0.004441507,34684640.73,0.005470553,44592684.68,0.00646658,,,,,
12/6/2022,11:45:09,1212.735,37,4960874.53,0.001726658,14868674.51,0.00375704,24777467,0.00444156,34684640.86,0.00547096,44592684.72,0.0064831,,,,,
12/6/2022,11:45:11,1214.005,37,4960874.79,0.001726591,14868674.52,0.00375704,24777468.43,0.004440067,34684641.27,0.005471693,44592683.26,0.00648186,,,,,
12/6/2022,11:45:12,1215.323,37,4960875.02,0.001726539,14868674.94,0.003757773,24777468.62,0.004440953,34684641.42,0.005471813,44592684.18,0.006483693,,,,,
12/6/2022,11:45:13,1216.655,37,4960874.97,0.001726548,14868675.06,0.003757893,24777469.15,0.004442087,34684643.09,0.0054751,44592684.14,0.006483773,,,,,
12/6/2022,11:45:15,1217.941,37,4960875.1,0.001726524,14868675.16,0.003758033,24777470.15,0.004441467,34684643.45,0.0054753,44592684.56,0.00648382,,,,,
12/6/2022,11:45:16,1219.211,37,4960875.07,0.001726536,14868675.71,0.003759007,24777470.22,0.004441773,34684644.29,0.00547636,44592687.52,0.006478853,,,,,
12/6/2022,11:45:17,1220.528,37,4960875.09,0.001726516,14868675.86,0.003759107,24777470.75,0.00444192,34684644.47,0.005477,44592689.7,0.006481287,,,,,
12/6/2022,11:45:18,1221.783,37,4960875.19,0.00172667,14868676,0.003759233,24777471.89,0.004440007,34684644.52,0.00547702,44592689.78,0.00648474,,,,,
12/6/2022,11:45:20,1223.083,37,4960875.23,0.001726682,14868675.75,0.003758547,24777473.41,0.00443938,34684644.6,0.005476727,44592690.23,0.006484567,,,,,
12/6/2022,11:45:21,1224.339,37,4960875.09,0.001726592,14868675.62,0.003758447,24777471.93,0.00443944,34684644.65,0.005476987,44592688.57,0.00649668,,,,,
12/6/2022,11:45:22,1225.67,37,4960875.43,0.001726494,14868675.54,0.003758227,24777472.95,0.004437987,34684644.03,0.005476213,44592688.02,0.006495207,,,,,
12/6/2022,11:45:24,1226.943,37,4960875.59,0.001726406,14868675.93,0.003759173,24777473,0.00443838,34684644.2,0.00547652,44592687.66,0.006496793,,,,,
12/6/2022,11:45:25,1228.242,37,4960875.34,0.001726447,14868676.04,0.003759393,24777473,0.004438687,34684644.23,0.005476667,44592687.3,0.006494927,,,,,
12/6/2022,11:45:26,1229.607,37,4960875.55,0.001726338,14868676.65,0.003760647,24777473.09,0.004439227,34684644.1,0.00547572,44592687.19,0.006490893,,,,,
12/6/2022,11:45:28,1230.907,37,4960875.63,0.001726209,14868677.14,0.0037611,24777472.9,0.004438773,34684644.01,0.005475427,44592687.44,0.006488033,,,,,
12/6/2022,11:45:29,1232.194,37,4960875.63,0.001726226,14868677.37,0.003761607,24777471.84,0.004440427,34684643.85,0.005475193,44592685.49,0.006489527,,,,,
12/6/2022,11:45:30,1233.479,37,4960875.54,0.001726226,14868676.96,0.003761307,24777472.64,0.004438853,34684643.85,0.005475627,44592686.21,0.006488487,,,,,
12/6/2022,11:45:31,1234.777,37,4960875.6,0.001726238,14868677.07,0.003761747,24777473.07,0.00443922,34684643.73,0.005475593,44592687.79,0.006488547,,,,,
12/6/2022,11:45:33,1236.082,37,4960875.67,0.001726148,14868677.06,0.00376156,24777472.48,0.00444056,34684641.63,0.005473,44592689.32,0.0064895,,,,,
12/6/2022,11:45:34,1237.383,37,4960875.53,0.001726122,14868676.89,0.003760913,24777473.57,0.00443942,34684641.81,0.005473153,44592687.45,0.006485827,,,,,
12/6/2022,11:45:35,1238.654,37,4960875.55,0.001726104,14868676.87,0.00376056,24777473.61,0.004439193,34684642.47,0.005474127,44592687.93,0.006487167,,,,,
12/6/2022,11:45:37,1239.956,37,4960875.57,0.001726074,14868676.89,0.003760847,24777474.88,0.004439193,34684642.58,0.005474293,44592687.74,0.00648832,,,,,
12/6/2022,11:45:38,1241.226,37,4960875.56,0.001726014,14868676.75,0.003760493,24777474.8,0.004439307,34684642.53,0.005473847,44592687.01,0.006484273,,,,,
12/6/2022,11:45:39,1242.779,37,4960875.71,0.001725928,14868676.87,0.003760993,24777475.35,0.004440727,34684642.62,0.0054738,44592686.08,0.006485787,,,,,
12/6/2022,11:45:41,1243.892,37,4960875.74,0.001725831,14868677.09,0.003761407,24777474.69,0.00444018,34684640.74,0.00547056,44592685.53,0.00648594,,,,,
12/6/2022,11:45:42,1245.208,37,4960875.98,0.001725748,14868676.8,0.00376076,24777474.41,0.00443948,34684640.58,0.005470613,44592686.55,0.006488207,,,,,
12/6/2022,11:45:43,1246.479,37,4960875.87,0.001725676,14868677,0.003761047,24777475.34,0.004438893,34684641.11,0.005471173,44592687.24,0.00648866,,,,,
12/6/2022,11:45:44,1247.765,37,4960875.83,0.001725736,14868677.04,0.003761073,24777475.35,0.00443882,34684639.22,0.005467833,44592687.19,0.006489687,,,,,
12/6/2022,11:45:46,1249.081,37,4960875.83,0.001725803,14868677.33,0.00376158,24777476.47,0.004438513,34684639.3,0.005467747,44592687.52,0.00647478,,,,,
12/6/2022,11:45:47,1250.508,37,4960875.88,0.001725781,14868677.31,0.003761507,24777475.93,0.00443874,34684639.17,0.005467533,44592688.26,0.0064763,,,,,
12/6/2022,11:45:48,1251.606,37,4960875.83,0.001725828,14868677.22,0.003761207,24777477.24,0.004437267,34684639.46,0.005467667,44592688.89,0.006479313,,,,,
12/6/2022,11:45:50,1252.861,37,4960875.81,0.00172577,14868677.06,0.003760773,24777478.56,0.004437213,34684639.47,0.00546776,44592689.89,0.006478427,,,,,
12/6/2022,11:45:51,1254.194,37,4960875.92,0.001725606,14868676.95,0.003760347,24777476.87,0.00443712,34684639.55,0.005468233,44592692.38,0.006481947,,,,,
12/6/2022,11:45:52,1255.476,37,4960875.86,0.001725542,14868676.83,0.003759973,24777477.77,0.004436953,34684639.44,0.005467773,44592692.08,0.006486187,,,,,
12/6/2022,11:45:53,1256.765,37,4960875.79,0.00172551,14868676.2,0.003758753,24777477.9,0.004436807,34684640.74,0.00546994,44592690.59,0.006486867,,,,,
12/6/2022,11:45:55,1258.05,37,4960875.83,0.001725491,14868676.22,0.003758773,24777478.85,0.004435133,34684640.93,0.005470247,44592692.39,0.0064856,,,,,
12/6/2022,11:45:56,1259.415,37,4960875.67,0.001725485,14868676.49,0.00375912,24777478.82,0.004435207,34684640.79,0.005469373,44592692.02,0.00648992,,,,,
12/6/2022,11:45:57,1260.668,37,4960875.51,0.001725492,14868676.58,0.00375944,24777479.97,0.004434193,34684640.18,0.00546828,44592693.6,0.00649048,,,,,
12/6/2022,11:45:59,1261.925,37,4960875.5,0.001725428,14868676.02,0.003758293,24777478.99,0.004433987,34684640.41,0.00546844,44592693.85,0.006493387,,,,,
12/6/2022,11:46:00,1263.255,37,4960875.63,0.00172534,14868675.86,0.00375802,24777478.32,0.004433467,34684640.32,0.005467733,44592693.73,0.00649244,,,,,
12/6/2022,11:46:01,1264.543,37,4960875.42,0.001725335,14868675.74,0.00375758,24777477.47,0.00443296,34684640.73,0.00546782,44592692.08,0.006481447,,,,,
12/6/2022,11:46:03,1265.859,37,4960875.65,0.001725258,14868675.78,0.003757707,24777478.83,0.004432507,34684640.36,0.005467273,44592693.14,0.0064821,,,,,
12/6/2022,11:46:04,1267.162,37,4960875.77,0.001725155,14868675.92,0.003758193,24777478.26,0.004432753,34684641.4,0.005469593,44592694.97,0.0064819,,,,,
12/6/2022,11:46:05,1268.446,37,4960875.63,0.001725176,14868675.57,0.003757507,24777478.14,0.004431947,34684641.64,0.005470867,44592693.71,0.006485873,,,,,
12/6/2022,11:46:07,1269.858,37,4960875.62,0.001725205,14868675.4,0.003757213,24777477.92,0.004432013,34684641.39,0.00546958,44592693.66,0.00648814,,,,,
12/6/2022,11:46:08,1270.971,37,4960875.49,0.001725223,14868675.34,0.003757073,24777478.73,0.004430507,34684642.08,0.005470607,44592695.44,0.006492747,,,,,
12/6/2022,11:46:09,1272.272,37,4960875.43,0.001725232,14868675.05,0.003756567,24777478.7,0.00443072,34684641.81,0.005470947,44592695.69,0.00649408,,,,,
12/6/2022,11:46:10,1273.746,37,4960875.28,0.001725254,14868675.06,0.00375646,24777478.33,0.004431333,34684643.06,0.005473327,44592694.94,0.006501967,,,,,
12/6/2022,11:46:12,1274.859,37,4960875.28,0.001725191,14868675.06,0.003756173,24777479.76,0.004430593,34684643.08,0.005473453,44592695.34,0.006502907,,,,,
12/6/2022,11:46:13,1276.122,37,4960875.23,0.001725207,14868675.39,0.003756647,24777480.23,0.004429267,34684642.98,0.005473247,44592693.42,0.006497887,,,,,
12/6/2022,11:46:14,1277.603,37,4960875.21,0.001725172,14868675.36,0.0037565,24777478.67,0.00442968,34684642.74,0.005472667,44592694.53,0.006475647,,,,,
12/6/2022,11:46:15,1278.685,37,4960875.02,0.001725227,14868675.44,0.0037564,24777478.28,0.00442964,34684642.79,0.005473167,44592694.48,0.006476387,,,,,
12/6/2022,11:46:17,1279.956,37,4960874.99,0.001725315,14868675.33,0.0037564,24777478.45,0.004429233,34684642.56,0.0054727,44592695.83,0.006482213,,,,,
12/6/2022,11:46:18,1281.288,37,4960874.97,0.001725295,14868675.33,0.003756313,24777479.31,0.004427607,34684640.43,0.00546968,44592695.58,0.00648298,,,,,
12/6/2022,11:46:19,1282.529,37,4960875.04,0.001725339,14868675.19,0.003756087,24777479.07,0.004427473,34684640.13,0.00546956,44592693.55,0.00648296,,,,,
12/6/2022,11:46:21,1283.858,37,4960875.21,0.00172535,14868675.15,0.003756067,24777480.4,0.004427633,34684640.65,0.0054709,44592693.04,0.006482047,,,,,
12/6/2022,11:46:22,1285.16,37,4960875.15,0.001725443,14868675.03,0.003755667,24777479.48,0.00442688,34684641.04,0.00547146,44592690.52,0.006482527,,,,,
12/6/2022,11:46:23,1286.478,37,4960875.29,0.001725431,14868675.17,0.003756073,24777479.02,0.004428173,34684640.99,0.00547164,44592690.53,0.006486067,,,,,
12/6/2022,11:46:24,1287.776,37,4960875.29,0.001725475,14868675.1,0.003755947,24777477.69,0.00442926,34684641.01,0.005472173,44592691.18,0.006497713,,,,,
12/6/2022,11:46:26,1288.987,37,4960875.39,0.001725517,14868675.43,0.00375666,24777478.1,0.004429193,34684640.93,0.005472527,44592690.67,0.006497373,,,,,
12/6/2022,11:46:27,1290.352,37,4960875.39,0.001725488,14868675.11,0.00375588,24777477.32,0.004429967,34684640.97,0.00547178,44592690.11,0.0064964,,,,,
12/6/2022,11:46:28,1291.606,37,4960875.38,0.001725422,14868674.35,0.003753853,24777475.96,0.004429587,34684640.91,0.00547174,44592689.96,0.00650252,,,,,
12/6/2022,11:46:30,1292.908,37,4960875.55,0.001725426,14868674.41,0.003754067,24777476.3,0.004430147,34684639.02,0.00546786,44592689.26,0.00650324,,,,,
12/6/2022,11:46:31,1294.178,37,4960875.2,0.001725621,14868674.57,0.003754493,24777477.08,0.004427913,34684639.03,0.005468407,44592690.14,0.006508447,,,,,
12/6/2022,11:46:32,1295.448,37,4960875.16,0.001725733,14868675.71,0.003756793,24777475.94,0.004428687,34684639.48,0.005470247,44592691.04,0.006511233,,,,,
12/6/2022,11:46:33,1296.764,37,4960875.15,0.001725773,14868675.72,0.003756627,24777475.89,0.004428467,34684639.93,0.005471453,44592690.4,0.006519113,,,,,
12/6/2022,11:46:35,1298.004,37,4960875.28,0.001725797,14868676.25,0.003757633,24777475.93,0.00442846,34684640.38,0.005471393,44592689.82,0.006518007,,,,,
12/6/2022,11:46:36,1299.305,37,4960875.34,0.001725824,14868676.18,0.00375726,24777476.34,0.004427447,34684640.69,0.005473173,44592690.3,0.006525233,,,,,
12/6/2022,11:46:37,1300.561,37,4960875.36,0.001725836,14868676.27,0.003757527,24777477.2,0.004426447,34684641.78,0.0054749,44592690.14,0.006529247,,,,,
12/6/2022,11:46:38,1301.846,37,4960875.29,0.001725702,14868676.44,0.003757933,24777477.27,0.004426807,34684641.97,0.005474213,44592690.05,0.006525807,,,,,
12/6/2022,11:46:40,1303.172,37,4960875.28,0.001725688,14868676.28,0.003757793,24777477.71,0.004427173,34684641.97,0.005474593,44592690.44,0.00652602,,,,,
12/6/2022,11:46:41,1304.465,37,4960875.13,0.001725687,14868676.45,0.00375802,24777475.71,0.0044275,34684642.05,0.005475373,44592690.47,0.006528147,,,,,
12/6/2022,11:46:42,1305.764,37,4960875.07,0.001725801,14868676.45,0.00375788,24777477.14,0.004426953,34684642.54,0.00547622,44592690.36,0.006525613,,,,,
12/6/2022,11:46:44,1307.036,37,4960875.05,0.001725779,14868676.45,0.00375782,24777477.22,0.004426753,34684642.26,0.00547598,44592688.56,0.006525887,,,,,
12/6/2022,11:46:45,1308.336,37,4960875.05,0.001725879,14868676.56,0.003757947,24777476.37,0.004427213,34684643.46,0.00547772,44592690.3,0.00652644,,,,,
12/6/2022,11:46:46,1309.624,37,4960874.96,0.0017259,14868676.78,0.00375864,24777476.21,0.00442828,34684644.22,0.005478893,44592689.74,0.006529293,,,,,
12/6/2022,11:46:48,1310.97,37,4960875.15,0.001725743,14868676.65,0.00375856,24777476,0.004427633,34684643.71,0.005478327,44592691.83,0.00653408,,,,,
12/6/2022,11:46:49,1312.211,37.01,4960875.02,0.001725725,14868676.73,0.00375862,24777476.91,0.004428453,34684644.93,0.005480607,44592694.64,0.006534013,,,,,
12/6/2022,11:46:50,1313.478,37.01,4960875.11,0.001725693,14868676.49,0.003758153,24777475.45,0.004428973,34684645.05,0.00548066,44592696.34,0.006534493,,,,,
12/6/2022,11:46:51,1314.781,37,4960875.19,0.001725697,14868676.62,0.003758333,24777476.32,0.004427787,34684645.04,0.00548098,44592696.36,0.006537033,,,,,
12/6/2022,11:46:53,1316.036,37,4960875.09,0.00172563,14868676.82,0.00375874,24777475.45,0.004428327,34684645.04,0.005481047,44592696,0.006537047,,,,,
12/6/2022,11:46:54,1317.321,37,4960875.15,0.001725599,14868676.94,0.0037591,24777474.73,0.004429073,34684645.17,0.005480633,44592696.94,0.00653386,,,,,
12/6/2022,11:46:55,1318.608,37,4960875.1,0.001725554,14868677.08,0.00375932,24777474.81,0.004429213,34684645.15,0.005480073,44592695.4,0.00653066,,,,,
12/6/2022,11:46:56,1319.737,37,4960875.27,0.00172555,14868677.22,0.003759967,24777474.47,0.004428733,34684645.16,0.005479493,44592696.68,0.006530733,,,,,
12/6/2022,11:46:58,1321.007,37,4960875.25,0.001725542,14868677.47,0.003760453,24777475.71,0.004428347,34684644.93,0.00547926,44592697.29,0.00653358,,,,,
12/6/2022,11:46:59,1322.278,37,4960875.14,0.001725493,14868677.51,0.00376034,24777475.83,0.004428493,34684645.03,0.005479453,44592694.49,0.006535647,,,,,
12/6/2022,11:47:00,1323.547,37,4960875.27,0.001725434,14868677.76,0.003760933,24777474.73,0.004428967,34684645.22,0.00548022,44592694.11,0.006531987,,,,,
12/6/2022,11:47:01,1324.8,37,4960875.45,0.001725437,14868677.47,0.003759987,24777474.47,0.004428013,34684645.22,0.005480227,44592692.39,0.006531253,,,,,
12/6/2022,11:47:03,1326.057,37,4960875.46,0.001725423,14868677.94,0.003761127,24777476.44,0.004427273,34684645.1,0.00547974,44592693.56,0.006533307,,,,,
12/6/2022,11:47:04,1327.559,37,4960875.45,0.00172545,14868678.22,0.003761667,24777476,0.004428347,34684645.26,0.005479873,44592693.14,0.00653558,,,,,
12/6/2022,11:47:05,1328.674,37,4960875.55,0.001725414,14868678.28,0.003761773,24777476.3,0.004429033,34684645.34,0.005480427,44592695.3,0.006537847,,,,,
12/6/2022,11:47:07,1330.163,37,4960875.52,0.001725373,14868678.2,0.00376168,24777476.3,0.004428173,34684645.88,0.00548096,44592695.04,0.00653488,,,,,
12/6/2022,11:47:08,1331.266,37,4960875.47,0.001725375,14868677.93,0.003760953,24777475.86,0.004427607,34684645.91,0.005480513,44592693.87,0.006537447,,,,,
12/6/2022,11:47:09,1332.516,37,4960875.55,0.001725478,14868678.06,0.003761313,24777476.61,0.004428533,34684646,0.005480187,44592693.98,0.006539753,,,,,
12/6/2022,11:47:10,1333.817,37,4960875.55,0.001725526,14868678.32,0.00376206,24777477.38,0.004428,34684646.04,0.005480307,44592694.14,0.006528887,,,,,
12/6/2022,11:47:12,1335.275,37,4960875.56,0.00172544,14868678.27,0.003762073,24777476.35,0.004428913,34684645.63,0.005480333,44592692.02,0.00652656,,,,,
12/6/2022,11:47:13,1336.404,37,4960875.56,0.001725522,14868677.92,0.003761547,24777476.31,0.004428987,34684645.67,0.00548014,44592693.07,0.00653246,,,,,
12/6/2022,11:47:14,1337.643,37,4960875.63,0.001725484,14868678.06,0.003762,24777475.04,0.004429047,34684645.84,0.005479953,44592690.85,0.006525033,,,,,
12/6/2022,11:47:16,1338.975,37,4960875.61,0.00172552,14868678.17,0.00376236,24777474.17,0.00442914,34684646.02,0.00547972,44592691.06,0.006524313,,,,,
12/6/2022,11:47:17,1340.293,37,4960875.69,0.001725434,14868677.72,0.00376142,24777473.83,0.004429027,34684645.99,0.005479393,44592691.31,0.00652774,,,,,
12/6/2022,11:47:18,1341.454,37,4960875.58,0.001725443,14868677.51,0.00376096,24777475.32,0.00442848,34684646.1,0.005479233,44592690.88,0.006528287,,,,,
12/6/2022,11:47:19,1342.738,37,4960875.69,0.001725377,14868677.47,0.003761093,24777473.92,0.004429107,34684646.28,0.005478827,44592689.95,0.006530373,,,,,
12/6/2022,11:47:21,1344.041,37,4960875.75,0.001725207,14868677.31,0.00376056,24777473.87,0.00442928,34684646.42,0.005479473,44592690,0.006528493,,,,,
